113	196
114	216
115	206
116	200
117	216
118	221
119	204
120	213
121	590
122	238
123	204
124	215
125	222
126	198
127	238
128	205
129	221
130	278
131	217
132	215
133	215
134	568
135	278
136	203
137	214
138	214
139	214
140	199
141	199
142	201
143	274
144	201
145	197
146	216
147	200
148	565
149	737
150	197
151	200
152	255
153	214
154	214
155	237
156	200
157	204
158	206
159	214
160	221
161	704
162	229
163	202
164	209
165	198
166	204
167	235
168	221
169	199
170	197
171	223
172	245
173	218
174	675
175	199
176	201
177	216
178	212
179	206
180	202
181	240
182	198
183	244
184	205
185	283
186	214
187	198
188	198
189	240
190	219
191	230
192	220
193	216
194	209
195	218
196	249
197	204
198	198
199	201
200	204
201	213
202	216
203	197
204	258
205	213
206	218
207	197
208	199
209	243
210	203
211	212
212	220
213	204
214	202
215	212
216	204
217	220
218	413
219	199
220	200
221	204
222	245
223	199
224	204
225	199
226	204
227	199
228	285
229	216
230	224
231	219
232	464
233	222
234	202
235	253
236	219
237	214
238	201
239	212
240	216
241	303
242	217
243	198
244	214
245	718
246	198
247	215
248	197
249	239
250	216
251	202
252	221
253	221
254	218
255	198
0	218
1	329
2	226
3	230
4	212
5	230
6	293
7	301
8	256
9	359
10	259
11	272
12	225
13	211
14	238
15	250
16	218
17	243
18	223
19	221
20	272
21	208
22	334
23	329
24	210
25	234
26	213
27	213
28	248
29	266
30	263
31	211
32	235
33	329
34	212
35	223
36	269
37	302
38	274
39	246
40	223
41	214
42	2477
43	255
44	456
45	327
46	573
47	345
48	377
49	458
50	357
51	297
52	427
53	307
54	239
55	344
56	255
57	317
58	256
59	408
60	409
61	430
62	298
63	368
64	246
65	275
66	415
67	372
68	363
69	340
70	269
71	402
72	419
73	208
74	371
75	351
76	371
77	386
78	348
79	547
80	342
81	380
82	367
83	309
84	338
85	303
86	240
87	243
88	253
89	335
90	262
91	212
92	232
93	256
94	282
95	284
96	203
97	251
98	254
99	247
100	251
101	292
102	323
103	268
104	211
105	45
106	240
107	231
108	270
109	211
110	220
111	311
112	259
113	301
114	215
115	288
116	240
117	251
118	279
119	224
120	300
121	296
122	206
123	225
124	227
125	244
126	214
127	263
128	225
129	227
130	296
131	231
132	230
133	275
134	348
135	241
136	238
137	208
138	217
139	223
140	214
141	346
142	2440
143	828
144	304
145	207
146	256
147	211
148	310
149	232
150	224
151	209
152	228
153	247
154	259
155	254
156	222
157	270
158	210
159	233
160	228
161	359
162	269
163	235
164	231
165	215
166	230
167	267
168	255
169	300
170	219
171	234
172	301
173	249
174	345
175	267
176	262
177	225
178	277
179	267
180	240
181	247
182	289
183	226
184	224
185	276
186	243
187	239
188	219
189	367
190	228
191	266
192	242
193	217
194	234
195	262
196	230
197	212
198	227
199	248
200	264
201	349
202	245
203	205
204	251
205	248
206	234
207	222
208	224
209	206
210	261
211	238
212	235
213	253
214	220
215	272
216	262
217	221
218	255
219	223
220	227
221	254
222	263
223	296
224	217
225	228
226	211
227	206
228	364
229	217
230	286
231	226
232	290
233	218
234	210
235	239
236	259
237	216
238	217
239	248
240	234
241	395
242	221
243	207
244	281
245	218
246	246
247	229
248	222
249	215
250	258
251	237
252	275
253	311
254	216
255	215
0	230
1	257
2	209
3	250
4	214
5	219
6	328
7	198
8	213
9	253
10	205
11	265
12	209
13	262
14	279
15	216
16	250
17	205
18	235
19	200
20	257
21	203
22	242
23	218
24	289
25	206
26	200
27	281
28	199
29	261
30	211
31	278
32	264
33	285
34	212
35	246
36	238
37	279
38	253
39	217
40	268
41	273
42	246
43	202
44	282
45	200
46	290
47	210
48	247
49	256
50	201
51	240
52	246
53	204
54	255
55	290
56	214
57	198
58	205
59	326
60	214
61	246
62	199
63	242
64	202
65	203
66	243
67	243
68	198
69	276
70	218
71	212
72	343
73	205
74	276
75	249
76	246
77	214
78	208
79	245
80	245
81	202
82	324
83	206
84	203
85	352
86	256
87	244
88	198
89	239
90	211
91	2420
92	238
93	200
94	239
95	248
96	248
97	207
98	208
99	239
100	209
101	202
102	261
103	243
104	204
105	222
106	211
107	273
108	315
109	199
110	45
111	213
112	223
113	244
114	220
115	206
116	238
117	229
118	235
119	207
120	219
121	247
122	277
123	208
124	274
125	220
126	198
127	198
128	246
129	314
130	299
131	438
132	335
133	500
134	270
135	320
136	436
137	267
138	304
139	238
140	344
141	277
142	343
143	338
144	332
145	322
146	274
147	262
148	442
149	308
150	382
151	591
152	357
153	356
154	237
155	290
156	248
157	219
158	282
159	338
160	271
161	307
162	291
163	254
164	420
165	213
166	393
167	289
168	368
169	212
170	449
171	339
172	341
173	350
174	381
175	339
176	277
177	369
178	215
179	305
180	208
181	202
182	198
183	244
184	282
185	232
186	256
187	279
188	237
189	257
190	314
191	216
192	233
193	231
194	203
195	274
196	258
197	203
198	200
199	287
200	206
201	228
202	217
203	317
204	220
205	232
206	252
207	198
208	200
209	246
210	203
211	212
212	298
213	203
214	203
215	249
216	203
217	268
218	246
219	198
220	211
221	205
222	288
223	199
224	204
225	285
226	205
227	199
228	341
229	216
230	219
231	254
232	290
233	288
234	208
235	249
236	239
237	212
238	278
239	222
240	213
241	321
242	219
243	236
244	232
245	283
246	240
247	231
248	201
249	237
250	235
251	205
252	243
253	242
254	218
255	199
0	220
1	2513
2	204
3	556
4	213
5	246
6	282
7	199
8	213
9	433
10	281
11	217
12	242
13	221
14	252
15	236
16	217
17	205
18	223
19	207
20	239
21	204
22	434
23	264
24	213
25	270
26	207
27	251
28	206
29	228
30	220
31	227
32	222
33	324
34	220
35	204
36	310
37	219
38	295
39	231
40	239
41	231
42	219
43	198
44	210
45	203
46	321
47	206
48	223
49	445
50	197
51	220
52	245
53	205
54	245
55	217
56	249
57	200
58	211
59	284
60	219
61	205
62	200
63	355
64	201
65	203
66	319
67	257
68	198
69	231
70	223
71	212
72	296
73	206
74	219
75	268
76	432
77	219
78	206
79	2429
80	265
81	201
82	220
83	244
84	211
85	324
86	213
87	255
88	201
89	442
90	223
91	218
92	218
93	251
94	316
95	202
96	243
97	210
98	208
99	205
100	203
101	203
102	366
103	213
104	206
105	218
106	242
107	216
108	256
109	241
110	216
111	213
112	217
113	274
114	211
115	207
116	198
117	45
118	218
119	205
120	243
121	196
122	355
123	203
124	241
125	216
126	198
127	197
128	205
129	228
130	203
131	216
132	291
133	214
134	268
135	352
136	202
137	255
138	214
139	207
140	237
141	201
142	239
143	235
144	199
145	393
146	209
147	199
148	361
149	220
150	197
151	239
152	219
153	212
154	217
155	197
156	199
157	205
158	208
159	328
160	216
161	373
162	221
163	203
164	241
165	202
166	208
167	214
168	218
169	202
170	281
171	218
172	397
173	218
174	363
175	196
176	198
177	247
178	308
179	206
180	199
181	199
182	198
183	204
184	205
185	275
186	216
187	200
188	197
189	228
190	260
191	269
192	215
193	232
194	203
195	217
196	214
197	203
198	201
199	204
200	205
201	283
202	215
203	237
204	296
205	211
206	238
207	198
208	197
209	199
210	202
211	213
212	218
213	203
214	301
215	386
216	236
217	461
218	439
219	374
220	332
221	327
222	781
223	325
224	335
225	330
226	336
227	328
228	392
229	231
230	377
231	372
232	797
233	238
234	361
235	276
236	237
237	301
238	223
239	311
240	339
241	459
242	332
243	209
244	337
245	613
246	276
247	228
248	204
249	223
250	215
251	242
252	232
253	230
254	220
255	238
0	218
1	218
2	203
3	203
4	232
5	238
6	210
7	201
8	211
9	304
10	246
11	213
12	201
13	237
14	219
15	210
16	216
17	204
18	273
19	201
20	211
21	201
22	358
23	219
24	207
25	210
26	202
27	207
28	199
29	221
30	244
31	551
32	218
33	246
34	213
35	203
36	286
37	214
38	213
39	220
40	220
41	214
42	238
43	237
44	557
45	201
46	251
47	203
48	212
49	355
50	205
51	211
52	202
53	204
54	206
55	247
56	214
57	198
58	203
59	200
60	219
61	203
62	200
63	295
64	198
65	209
66	206
67	212
68	201
69	252
70	218
71	257
72	220
73	205
74	219
75	237
76	314
77	214
78	203
79	203
80	204
81	2463
82	253
83	246
84	203
85	218
86	240
87	215
88	197
89	318
90	214
91	204
92	233
93	200
94	200
95	239
96	247
97	205
98	204
99	197
100	241
101	255
102	334
103	334
104	200
105	259
106	204
107	220
108	246
109	237
110	217
111	216
112	214
113	198
114	238
115	202
116	513
117	212
118	217
119	211
120	45
121	215
122	235
123	243
124	214
125	219
126	198
127	196
128	243
129	221
130	203
131	291
132	257
133	218
134	254
135	200
136	280
137	216
138	212
139	212
140	195
141	196
142	205
143	198
144	557
145	241
146	244
147	199
148	234
149	221
150	198
151	198
152	214
153	213
154	212
155	204
156	282
157	200
158	212
159	278
160	409
161	237
162	222
163	203
164	205
165	200
166	204
167	216
168	219
169	201
170	198
171	218
172	248
173	536
174	275
175	198
176	198
177	214
178	217
179	238
180	237
181	207
182	201
183	203
184	280
185	216
186	506
187	277
188	198
189	217
190	217
191	251
192	216
193	237
194	204
195	217
196	222
197	241
198	241
199	509
200	242
201	246
202	214
203	198
204	256
205	215
206	251
207	200
208	195
209	199
210	280
211	211
212	549
213	242
214	203
215	253
216	201
217	220
218	262
219	237
220	199
221	204
222	206
223	277
224	205
225	656
226	370
227	245
228	265
229	220
230	345
231	250
232	964
233	339
234	227
235	297
236	255
237	316
238	543
239	250
240	398
241	517
242	327
243	329
244	268
245	329
246	229
247	343
248	331
249	222
250	309
251	351
252	341
253	263
254	272
255	238
0	220
1	218
2	204
3	204
4	212
5	216
6	319
7	238
8	212
9	483
10	204
11	213
12	238
13	252
14	221
15	212
16	217
17	204
18	219
19	200
20	222
21	202
22	548
23	217
24	209
25	253
26	200
27	209
28	199
29	220
30	210
31	198
32	37
33	261
34	214
35	203
36	458
37	215
38	213
39	233
40	264
41	215
42	235
43	197
44	202
45	200
46	249
47	203
48	213
49	610
50	198
51	214
52	246
53	204
54	205
55	247
56	221
57	199
58	212
59	239
60	219
61	203
62	208
63	470
64	198
65	204
66	204
67	210
68	196
69	253
70	219
71	211
72	252
73	204
74	219
75	242
76	593
77	216
78	204
79	203
80	242
81	200
82	300
83	207
84	204
85	256
86	215
87	216
88	242
89	588
90	214
91	204
92	235
93	200
94	201
95	276
96	203
97	204
98	204
99	198
100	202
101	204
102	619
103	216
104	201
105	263
106	204
107	225
108	285
109	200
110	214
111	214
112	218
113	235
114	211
115	205
116	198
117	221
118	220
119	204
120	214
121	240
122	234
123	202
124	232
125	219
126	198
127	197
128	210
129	221
130	628
131	220
132	231
133	219
134	230
135	198
136	241
137	255
138	250
139	212
140	196
141	235
142	199
143	611
144	203
145	235
146	213
147	201
148	264
149	218
150	197
151	236
152	222
153	214
154	212
155	196
156	199
157	200
158	210
159	227
160	219
161	255
162	222
163	204
164	205
165	239
166	204
167	215
168	219
169	200
170	236
171	221
172	430
173	218
174	250
175	196
176	237
177	241
178	249
179	197
180	197
181	200
182	198
183	202
184	204
185	366
186	215
187	201
188	198
189	261
190	219
191	249
192	244
193	217
194	202
195	221
196	215
197	2420
198	220
199	203
200	205
201	338
202	229
203	197
204	219
205	230
206	252
207	198
208	202
209	197
210	203
211	215
212	219
213	204
214	203
215	348
216	201
217	220
218	255
219	196
220	370
221	493
222	350
223	737
224	207
225	301
226	337
227	362
228	372
229	360
230	358
231	254
232	264
233	274
234	237
235	377
236	284
237	242
238	333
239	360
240	336
241	395
242	223
243	205
244	269
245	400
246	200
247	335
248	326
249	238
250	295
251	369
252	225
253	359
254	226
255	255
0	205
1	252
2	240
3	204
4	212
5	288
6	359
7	328
8	945
9	478
10	352
11	263
12	299
13	237
14	475
15	340
16	375
17	326
18	335
19	333
20	384
21	328
22	535
23	227
24	323
25	338
26	325
27	261
28	280
29	257
30	291
31	243
32	271
33	481
34	313
35	352
36	382
37	273
38	262
39	261
40	247
41	309
42	269
43	282
44	211
45	428
46	399
47	244
48	214
49	339
50	277
51	278
52	245
53	243
54	279
55	217
56	226
57	236
58	245
59	455
60	219
61	203
62	204
63	317
64	203
65	206
66	242
67	252
68	197
69	215
70	219
71	214
72	420
73	204
74	218
75	277
76	313
77	218
78	243
79	239
80	282
81	206
82	222
83	206
84	202
85	435
86	216
87	218
88	276
89	316
90	221
91	242
92	220
93	200
94	242
95	203
96	202
97	205
98	209
99	197
100	202
101	203
102	360
103	216
104	240
105	221
106	206
107	247
108	228
109	200
110	215
111	211
112	223
113	436
114	210
115	205
116	198
117	213
118	44
119	226
120	215
121	255
122	199
123	210
124	256
125	221
126	197
127	198
128	205
129	216
130	205
131	219
132	308
133	238
134	248
135	197
136	203
137	269
138	213
139	228
140	205
141	201
142	395
143	273
144	199
145	349
146	215
147	239
148	245
149	219
150	197
151	319
152	218
153	213
154	214
155	200
156	199
157	517
158	206
159	308
160	245
161	259
162	222
163	218
164	283
165	203
166	204
167	213
168	219
169	286
170	351
171	217
172	367
173	249
174	249
175	199
176	201
177	275
178	257
179	197
180	199
181	201
182	198
183	207
184	2424
185	314
186	210
187	238
188	198
189	223
190	305
191	248
192	221
193	210
194	203
195	222
196	254
197	203
198	206
199	244
200	204
201	266
202	215
203	274
204	214
205	214
206	231
207	197
208	197
209	199
210	202
211	213
212	275
213	203
214	202
215	274
216	206
217	257
218	248
219	241
220	200
221	204
222	204
223	197
224	246
225	206
226	246
227	199
228	406
229	217
230	308
231	259
232	246
233	221
234	203
235	213
236	221
237	236
238	238
239	215
240	216
241	456
242	221
243	197
244	227
245	244
246	199
247	2403
248	217
249	217
250	215
251	241
252	221
253	221
254	221
255	200
0	241
1	238
2	203
3	205
4	219
5	251
6	257
7	202
8	242
9	229
10	340
11	332
12	246
13	223
14	261
15	219
16	223
17	208
18	224
19	200
20	217
21	209
22	209
23	234
24	476
25	248
26	200
27	251
28	207
29	218
30	206
31	200
32	233
33	285
34	215
35	204
36	221
37	532
38	306
39	214
40	240
41	231
42	225
43	198
44	206
45	200
46	272
47	207
48	211
49	217
50	197
51	353
52	204
53	204
54	245
55	214
56	215
57	202
58	212
59	328
60	215
61	203
62	199
63	214
64	199
65	203
66	254
67	255
68	197
69	222
70	245
71	212
72	327
73	205
74	217
75	215
76	199
77	215
78	203
79	434
80	401
81	200
82	228
83	205
84	203
85	332
86	216
87	211
88	197
89	199
90	217
91	205
92	225
93	199
94	245
95	247
96	237
97	322
98	1235
99	310
100	334
101	45
102	326
103	374
104	1231
105	331
106	1404
107	544
108	380
109	200
110	265
111	234
112	259
113	276
114	219
115	247
116	238
117	214
118	225
119	208
120	213
121	294
122	198
123	203
124	255
125	220
126	202
127	197
128	209
129	281
130	204
131	219
132	215
133	215
134	292
135	201
136	202
137	343
138	215
139	212
140	197
141	242
142	282
143	198
144	200
145	198
146	213
147	200
148	272
149	221
150	380
151	433
152	219
153	249
154	213
155	197
156	199
157	199
158	210
159	213
160	218
161	303
162	261
163	317
164	431
165	244
166	209
167	212
168	221
169	242
170	278
171	219
172	214
173	219
174	286
175	201
176	199
177	439
178	213
179	197
180	198
181	199
182	199
183	206
184	204
185	216
186	214
187	199
188	199
189	225
190	617
191	213
192	231
193	215
194	203
195	220
196	213
197	203
198	199
199	202
200	211
201	215
202	228
203	537
204	213
205	229
206	219
207	198
208	196
209	199
210	202
211	211
212	218
213	203
214	202
215	214
216	203
217	372
218	261
219	197
220	199
221	203
222	205
223	197
224	202
225	201
226	220
227	199
228	298
229	215
230	219
231	407
232	267
233	256
234	203
235	214
236	221
237	215
238	200
239	213
240	213
241	320
242	219
243	197
244	213
245	323
246	199
247	233
248	198
249	219
250	219
251	210
252	220
253	221
254	219
255	201
0	359
1	491
2	297
3	233
4	426
5	408
6	296
7	447
8	263
9	325
10	300
11	397
12	373
13	309
14	306
15	223
16	543
17	244
18	310
19	241
20	279
21	206
22	292
23	241
24	281
25	246
26	238
27	253
28	200
29	240
30	2476
31	257
32	242
33	423
34	237
35	252
36	269
37	255
38	220
39	264
40	224
41	215
42	258
43	218
44	259
45	209
46	329
47	220
48	215
49	317
50	198
51	231
52	285
53	249
54	206
55	256
56	209
57	215
58	210
59	339
60	229
61	214
62	211
63	270
64	211
65	220
66	231
67	224
68	217
69	243
70	229
71	256
72	292
73	255
74	218
75	281
76	331
77	215
78	206
79	245
80	320
81	211
82	278
83	205
84	204
85	320
86	216
87	270
88	277
89	238
90	214
91	206
92	2417
93	221
94	202
95	246
96	244
97	250
98	249
99	199
100	207
101	206
102	304
103	228
104	202
105	270
106	206
107	250
108	251
109	204
110	223
111	267
112	220
113	276
114	45
115	213
116	210
117	233
118	234
119	207
120	225
121	196
122	241
123	203
124	251
125	271
126	197
127	197
128	203
129	225
130	287
131	266
132	284
133	220
134	277
135	207
136	211
137	323
138	291
139	212
140	203
141	198
142	244
143	284
144	250
145	352
146	216
147	202
148	249
149	220
150	242
151	278
152	285
153	210
154	214
155	197
156	202
157	204
158	207
159	295
160	237
161	260
162	230
163	214
164	291
165	201
166	214
167	218
168	226
169	239
170	282
171	220
172	401
173	257
174	302
175	204
176	202
177	278
178	212
179	205
180	284
181	224
182	208
183	203
184	215
185	397
186	258
187	202
188	213
189	247
190	320
191	211
192	221
193	285
194	214
195	252
196	215
197	224
198	209
199	254
200	211
201	238
202	260
203	283
204	267
205	219
206	304
207	201
208	224
209	207
210	215
211	302
212	258
213	219
214	204
215	244
216	207
217	291
218	210
219	252
220	242
221	205
222	206
223	203
224	205
225	208
226	248
227	202
228	316
229	229
230	296
231	267
232	263
233	219
234	204
235	212
236	246
237	223
238	242
239	256
240	261
241	325
242	214
243	201
244	287
245	211
246	201
247	220
248	254
249	222
250	237
251	785
252	529
253	481
254	426
255	334
0	206
1	218
2	203
3	206
4	218
5	263
6	399
7	211
8	216
9	254
10	242
11	212
12	199
13	299
14	645
15	332
16	337
17	325
18	3045
19	718
20	938
21	322
22	399
23	498
24	367
25	732
26	203
27	348
28	356
29	383
30	295
31	451
32	241
33	444
34	220
35	240
36	281
37	209
38	229
39	219
40	233
41	214
42	266
43	235
44	399
45	199
46	399
47	203
48	244
49	297
50	196
51	217
52	205
53	205
54	203
55	244
56	213
57	199
58	205
59	452
60	222
61	240
62	199
63	256
64	198
65	203
66	203
67	211
68	199
69	238
70	217
71	213
72	433
73	204
74	256
75	213
76	279
77	216
78	205
79	202
80	202
81	200
82	256
83	204
84	203
85	440
86	251
87	211
88	197
89	285
90	213
91	206
92	220
93	200
94	199
95	238
96	202
97	205
98	211
99	240
100	204
101	279
102	295
103	292
104	199
105	221
106	204
107	231
108	256
109	203
110	219
111	213
112	217
113	431
114	262
115	45
116	316
117	227
118	234
119	210
120	213
121	239
122	200
123	202
124	213
125	219
126	198
127	198
128	322
129	218
130	239
131	236
132	230
133	231
134	255
135	199
136	201
137	215
138	212
139	220
140	199
141	239
142	395
143	239
144	200
145	238
146	245
147	238
148	247
149	219
150	200
151	199
152	218
153	213
154	213
155	196
156	279
157	276
158	204
159	228
160	285
161	218
162	216
163	202
164	204
165	200
166	212
167	219
168	217
169	241
170	389
171	229
172	271
173	333
174	211
175	201
176	243
177	221
178	215
179	198
180	207
181	199
182	197
183	210
184	2564
185	311
186	253
187	240
188	197
189	260
190	220
191	215
192	220
193	215
194	202
195	219
196	213
197	320
198	240
199	243
200	241
201	243
202	215
203	198
204	214
205	215
206	217
207	200
208	197
209	200
210	356
211	212
212	259
213	251
214	203
215	242
216	208
217	217
218	231
219	197
220	199
221	205
222	205
223	275
224	281
225	241
226	243
227	202
228	461
229	216
230	222
231	217
232	234
233	221
234	205
235	215
236	230
237	283
238	284
239	213
240	213
241	488
242	223
243	197
244	211
245	246
246	199
247	214
248	197
249	213
250	216
251	206
252	297
253	218
254	224
255	204
0	352
1	373
2	348
3	360
4	434
5	405
6	539
7	362
8	293
9	453
10	396
11	518
12	254
13	368
14	448
15	491
16	289
17	329
18	435
19	368
20	453
21	392
22	373
23	866
24	467
25	333
26	633
27	255
28	254
29	272
30	214
31	287
32	235
33	290
34	218
35	226
36	276
37	389
38	2460
39	268
40	274
41	247
42	267
43	202
44	292
45	255
46	259
47	256
48	228
49	222
50	254
51	400
52	220
53	214
54	236
55	221
56	220
57	214
58	219
59	254
60	221
61	298
62	2433
63	247
64	288
65	208
66	235
67	219
68	203
69	228
70	227
71	254
72	302
73	211
74	275
75	217
76	258
77	287
78	296
79	248
80	214
81	259
82	316
83	222
84	211
85	300
86	244
87	262
88	222
89	304
90	250
91	351
92	233
93	207
94	257
95	253
96	222
97	218
98	216
99	217
100	259
101	242
102	329
103	317
104	256
105	52
106	239
107	282
108	265
109	222
110	246
111	273
112	264
113	236
114	223
115	228
116	320
117	293
118	269
119	248
120	210
121	263
122	253
123	229
124	219
125	276
126	208
127	248
128	211
129	318
130	219
131	284
132	311
133	249
134	230
135	267
136	215
137	243
138	251
139	218
140	259
141	206
142	342
143	217
144	232
145	211
146	270
147	231
148	255
149	226
150	297
151	559
152	242
153	230
154	224
155	214
156	331
157	211
158	287
159	233
160	366
161	261
162	221
163	212
164	210
165	208
166	219
167	261
168	281
169	251
170	291
171	228
172	217
173	365
174	279
175	216
176	274
177	226
178	264
179	273
180	253
181	206
182	211
183	224
184	221
185	228
186	305
187	250
188	256
189	233
190	238
191	266
192	238
193	290
194	211
195	274
196	218
197	270
198	216
199	286
200	252
201	253
202	239
203	205
204	220
205	249
206	259
207	205
208	217
209	253
210	217
211	239
212	295
213	291
214	217
215	238
216	209
217	227
218	258
219	248
220	201
221	213
222	263
223	201
224	206
225	218
226	334
227	216
228	312
229	240
230	258
231	237
232	279
233	230
234	252
235	267
236	295
237	246
238	253
239	242
240	245
241	352
242	235
243	203
244	214
245	286
246	209
247	238
248	219
249	239
250	254
251	306
252	225
253	221
254	269
255	218
0	259
1	264
2	255
3	282
4	300
5	266
6	260
7	216
8	213
9	313
10	231
11	283
12	271
13	292
14	239
15	277
16	301
17	223
18	354
19	303
20	268
21	241
22	278
23	277
24	251
25	312
26	262
27	247
28	281
29	273
30	257
31	273
32	243
33	278
34	238
35	307
36	293
37	263
38	322
39	266
40	269
41	233
42	361
43	246
44	299
45	268
46	227
47	249
48	241
49	303
50	343
51	260
52	233
53	301
54	226
55	322
56	237
57	216
58	309
59	278
60	281
61	274
62	259
63	284
64	219
65	281
66	285
67	239
68	260
69	304
70	262
71	256
72	310
73	265
74	274
75	265
76	288
77	297
78	224
79	279
80	237
81	276
82	327
83	238
84	229
85	272
86	361
87	260
88	291
89	255
90	248
91	275
92	249
93	234
94	274
95	330
96	276
97	225
98	289
99	302
100	267
101	234
102	288
103	302
104	263
105	250
106	243
107	274
108	374
109	312
110	284
111	46
112	294
113	255
114	276
115	234
116	227
117	279
118	273
119	228
120	282
121	239
122	287
123	336
124	283
125	308
126	242
127	268
128	305
129	287
130	368
131	286
132	273
133	290
134	332
135	226
136	240
137	240
138	284
139	298
140	288
141	263
142	312
143	232
144	277
145	223
146	286
147	247
148	331
149	235
150	359
151	295
152	335
153	308
154	275
155	234
156	298
157	228
158	250
159	313
160	291
161	286
162	297
163	256
164	228
165	250
166	273
167	275
168	288
169	288
170	327
171	244
172	277
173	235
174	543
175	390
176	579
177	796
178	701
179	249
180	448
181	420
182	480
183	551
184	478
185	498
186	456
187	609
188	345
189	444
190	493
191	249
192	466
193	386
194	354
195	295
196	362
197	513
198	462
199	424
200	332
201	317
202	274
203	235
204	282
205	279
206	336
207	244
208	221
209	332
210	256
211	363
212	251
213	261
214	275
215	297
216	284
217	218
218	283
219	234
220	248
221	235
222	262
223	289
224	256
225	228
226	273
227	289
228	232
229	315
230	290
231	275
232	255
233	267
234	263
235	400
236	372
237	343
238	322
239	257
240	230
241	360
242	254
243	216
244	301
245	374
246	252
247	257
248	213
249	273
250	335
251	239
252	273
253	350
254	318
255	288
0	266
1	241
2	304
3	227
4	214
5	280
6	248
7	339
8	229
9	235
10	244
11	271
12	213
13	263
14	243
15	219
16	294
17	205
18	248
19	212
20	293
21	215
22	218
23	261
24	294
25	214
26	223
27	217
28	239
29	243
30	215
31	322
32	251
33	378
34	232
35	212
36	244
37	270
38	219
39	221
40	279
41	261
42	218
43	249
44	327
45	207
46	358
47	249
48	209
49	225
50	205
51	269
52	207
53	207
54	206
55	256
56	253
57	204
58	210
59	336
60	215
61	209
62	201
63	223
64	199
65	210
66	250
67	237
68	203
69	212
70	224
71	207
72	298
73	212
74	215
75	337
76	200
77	221
78	210
79	284
80	248
81	239
82	235
83	205
84	213
85	315
86	253
87	221
88	363
89	200
90	247
91	205
92	228
93	203
94	243
95	210
96	214
97	208
98	205
99	237
100	211
101	205
102	274
103	273
104	201
105	217
106	248
107	271
108	212
109	204
110	46
111	210
112	215
113	240
114	221
115	204
116	295
117	251
118	233
119	205
120	239
121	206
122	211
123	209
124	227
125	216
126	197
127	198
128	243
129	302
130	252
131	272
132	256
133	214
134	250
135	206
136	204
137	247
138	216
139	211
140	202
141	200
142	366
143	200
144	293
145	277
146	215
147	210
148	245
149	224
150	246
151	276
152	213
153	210
154	211
155	197
156	241
157	200
158	205
159	247
160	280
161	245
162	222
163	244
164	280
165	205
